"","tax_sp_level","phylum","order","species","family","genus","specificEpithet","a_habit","nbe_records"
"15868","Jatropha gallabatensis","Magnoliophyta","Malpighiales","Jatropha gallabatensis","Euphorbiaceae","Jatropha","gallabatensis","","1"
"15869","Jatropha gossypiifolia","Magnoliophyta","Malpighiales","Jatropha gossypiifolia","Euphorbiaceae","Jatropha","gossypiifolia","shrub","45"
"15870","Jatropha hildebrandtii","Magnoliophyta","Malpighiales","Jatropha hildebrandtii var. hildebrandtii","Euphorbiaceae","Jatropha","hildebrandtii","herb","17"
"15871","Jatropha hildebrandtii","Magnoliophyta","Malpighiales","Jatropha hildebrandtii var. torrentis-lugardi","Euphorbiaceae","Jatropha","hildebrandtii","herb","17"
"15872","Jatropha hirsuta","Magnoliophyta","Malpighiales","Jatropha hirsuta","Euphorbiaceae","Jatropha","hirsuta","herb","2"
"15873","Jatropha hirsuta","Magnoliophyta","Malpighiales","Jatropha hirsuta var. hirsuta","Euphorbiaceae","Jatropha","hirsuta","herb","2"
"15874","Jatropha horizontalis","Magnoliophyta","Malpighiales","Jatropha horizontalis","Euphorbiaceae","Jatropha","horizontalis","shrub","4"
"15875","Jatropha humifusa","Magnoliophyta","Malpighiales","Jatropha humifusa","Euphorbiaceae","Jatropha","humifusa","shrublet","2"
"15876","Jatropha hypogyna","Magnoliophyta","Malpighiales","Jatropha hypogyna","Euphorbiaceae","Jatropha","hypogyna","shrub","3"
"15877","Jatropha inaequispina","Magnoliophyta","Malpighiales","Jatropha inaequispina","Euphorbiaceae","Jatropha","inaequispina","shrub","6"
"15878","Jatropha kamerunica","Magnoliophyta","Malpighiales","Jatropha kamerunica","Euphorbiaceae","Jatropha","kamerunica","herb","2"
"15879","Jatropha lagarinthoides","Magnoliophyta","Malpighiales","Jatropha lagarinthoides","Euphorbiaceae","Jatropha","lagarinthoides","herb","1"
"15880","Jatropha latifolia","Magnoliophyta","Malpighiales","Jatropha latifolia var. subeglandulosa","Euphorbiaceae","Jatropha","latifolia","herb","1"
"15881","Jatropha macrophylla","Magnoliophyta","Malpighiales","Jatropha macrophylla","Euphorbiaceae","Jatropha","macrophylla","shrub","2"
"15882","Jatropha miskatensis","Magnoliophyta","Malpighiales","Jatropha miskatensis","Euphorbiaceae","Jatropha","miskatensis","shrublet","1"
"15883","Jatropha mollis","Magnoliophyta","Malpighiales","Jatropha mollis","Euphorbiaceae","Jatropha","mollis","shrub","1"
"15884","Jatropha neriifolia","Magnoliophyta","Malpighiales","Jatropha neriifolia","Euphorbiaceae","Jatropha","neriifolia","shrub","2"
"15885","Jatropha nogalensis","Magnoliophyta","Malpighiales","Jatropha nogalensis","Euphorbiaceae","Jatropha","nogalensis","shrub","6"
"15886","Jatropha obbiadensis","Magnoliophyta","Malpighiales","Jatropha obbiadensis","Euphorbiaceae","Jatropha","obbiadensis","herb","6"
"15887","Jatropha oblanceolata","Magnoliophyta","Malpighiales","Jatropha oblanceolata","Euphorbiaceae","Jatropha","oblanceolata","shrub","4"
"15888","Jatropha paradoxa","Magnoliophyta","Malpighiales","Jatropha paradoxa","Euphorbiaceae","Jatropha","paradoxa","shrub","6"
"15889","Jatropha pelargoniifolia","Magnoliophyta","Malpighiales","Jatropha pelargoniifolia var. pelargoniifolia","Euphorbiaceae","Jatropha","pelargoniifolia","shrub","24"
"15890","Jatropha pelargoniifolia","Magnoliophyta","Malpighiales","Jatropha pelargoniifolia","Euphorbiaceae","Jatropha","pelargoniifolia","shrub","24"
"15891","Jatropha pelargoniifolia","Magnoliophyta","Malpighiales","Jatropha pelargoniifolia var. sublobata","Euphorbiaceae","Jatropha","pelargoniifolia","shrub","24"
"15892","Jatropha prunifolia","Magnoliophyta","Malpighiales","Jatropha prunifolia","Euphorbiaceae","Jatropha","prunifolia","herb","7"
"15893","Jatropha rivae","Magnoliophyta","Malpighiales","Jatropha rivae subsp. parvifolia","Euphorbiaceae","Jatropha","rivae","shrub","31"
"15894","Jatropha rivae","Magnoliophyta","Malpighiales","Jatropha rivae","Euphorbiaceae","Jatropha","rivae","shrub","31"
"15895","Jatropha rivae","Magnoliophyta","Malpighiales","Jatropha rivae subsp. quercifolia","Euphorbiaceae","Jatropha","rivae","shrub","31"
"15896","Jatropha rivae","Magnoliophyta","Malpighiales","Jatropha rivae subsp. rivae","Euphorbiaceae","Jatropha","rivae","shrub","31"
"15897","Jatropha robecchii","Magnoliophyta","Malpighiales","Jatropha robecchii","Euphorbiaceae","Jatropha","robecchii","shrub","8"
"15898","Jatropha rosea","Magnoliophyta","Malpighiales","Jatropha rosea","Euphorbiaceae","Jatropha","rosea","shrub","2"
"15899","Jatropha scaposa","Magnoliophyta","Malpighiales","Jatropha scaposa","Euphorbiaceae","Jatropha","scaposa","shrub","4"
"15900","Jatropha schlechteri","Magnoliophyta","Malpighiales","Jatropha schlechteri","Euphorbiaceae","Jatropha","schlechteri","herb","2"
"15901","Jatropha schweinfurthii","Magnoliophyta","Malpighiales","Jatropha schweinfurthii subsp. atrichocarpa","Euphorbiaceae","Jatropha","schweinfurthii","herb","3"
"15902","Jatropha schweinfurthii","Magnoliophyta","Malpighiales","Jatropha schweinfurthii","Euphorbiaceae","Jatropha","schweinfurthii","herb","3"
"15903","Jatropha seineri","Magnoliophyta","Malpighiales","Jatropha seineri","Euphorbiaceae","Jatropha","seineri","herb","2"
"15904","Jatropha spicata","Magnoliophyta","Malpighiales","Jatropha spicata","Euphorbiaceae","Jatropha","spicata","herb","14"
"15905","Jatropha spinosissima","Magnoliophyta","Malpighiales","Jatropha spinosissima","Euphorbiaceae","Jatropha","spinosissima","shrub","1"
"15906","Jatropha stuhlmannii","Magnoliophyta","Malpighiales","Jatropha stuhlmannii","Euphorbiaceae","Jatropha","stuhlmannii","herb","23"
"15907","Jatropha stuhlmannii","Magnoliophyta","Malpighiales","Jatropha stuhlmannii subsp. somalensis","Euphorbiaceae","Jatropha","stuhlmannii","herb","23"
"15908","Jatropha stuhlmannii","Magnoliophyta","Malpighiales","Jatropha stuhlmannii subsp. stuhlmannii","Euphorbiaceae","Jatropha","stuhlmannii","herb","23"
"15909","Jatropha tenuicaulis","Magnoliophyta","Malpighiales","Jatropha tenuicaulis","Euphorbiaceae","Jatropha","tenuicaulis","shrub","2"
"15910","Jatropha trifida","Magnoliophyta","Malpighiales","Jatropha trifida","Euphorbiaceae","Jatropha","trifida","shrub","8"
"15911","Jatropha tropaeolifolia","Magnoliophyta","Malpighiales","Jatropha tropaeolifolia","Euphorbiaceae","Jatropha","tropaeolifolia","shrub","5"
"15912","Jatropha variabilis","Magnoliophyta","Malpighiales","Jatropha variabilis","Euphorbiaceae","Jatropha","variabilis","herb","6"
"15913","Jatropha variifolia","Magnoliophyta","Malpighiales","Jatropha variifolia","Euphorbiaceae","Jatropha","variifolia","shrub","7"
"15914","Jatropha velutina","Magnoliophyta","Malpighiales","Jatropha velutina","Euphorbiaceae","Jatropha","velutina","shrub","11"
"15915","Jatropha zeyheri","Magnoliophyta","Malpighiales","Jatropha zeyheri","Euphorbiaceae","Jatropha","zeyheri","shrub","3"
"15916","Jeffreya palustris","Magnoliophyta","Asterales","Jeffreya palustris","Asteraceae","Jeffreya","palustris","herb","23"
"15917","Jeffreya petitiana","Magnoliophyta","Asterales","Jeffreya petitiana","Asteraceae","Jeffreya","petitiana","herb","2"
"15918","Jodrellia fistulosa","Magnoliophyta","Asparagales","Jodrellia fistulosa","Xanthorrhoeaceae","Jodrellia","fistulosa","herb","2"
"15919","Jollydora armandui","Magnoliophyta","Oxalidales","Jollydora armandui","Connaraceae","Jollydora","armandui","tree","3"
"15920","Jollydora duparquetiana","Magnoliophyta","Oxalidales","Jollydora duparquetiana","Connaraceae","Jollydora","duparquetiana","tree","222"
"15921","Jollydora glandulosa","Magnoliophyta","Oxalidales","Jollydora glandulosa","Connaraceae","Jollydora","glandulosa","tree","3"
"15922","Jollydora pierrei","Magnoliophyta","Oxalidales","Jollydora pierrei","Connaraceae","Jollydora","pierrei","shrub","7"
"15923","Jongkindia mulbahii","Magnoliophyta","Malpighiales","Jongkindia mulbahii","Passifloraceae","Jongkindia","mulbahii","tree","1"
"15924","Josephinia africana","Magnoliophyta","Lamiales","Josephinia africana","Pedaliaceae","Josephinia","africana","herb","4"
"15925","Jubaeopsis caffra","Magnoliophyta","Arecales","Jubaeopsis caffra","Arecaceae","Jubaeopsis","caffra","","5"
"15926","Julbernardia brieyi","Magnoliophyta","Fabales","Julbernardia brieyi","Fabaceae","Julbernardia","brieyi","tree","55"
"15927","Julbernardia globiflora","Magnoliophyta","Fabales","Julbernardia globiflora","Fabaceae","Julbernardia","globiflora","tree","128"
"15928","Julbernardia gossweileri","Magnoliophyta","Fabales","Julbernardia gossweileri","Fabaceae","Julbernardia","gossweileri","shrublet","3"
"15929","Julbernardia hochreutineri","Magnoliophyta","Fabales","Julbernardia hochreutineri","Fabaceae","Julbernardia","hochreutineri","tree","28"
"15930","Julbernardia letouzeyi","Magnoliophyta","Fabales","Julbernardia letouzeyi","Fabaceae","Julbernardia","letouzeyi","tree","12"
"15931","Julbernardia magnistipulata","Magnoliophyta","Fabales","Julbernardia magnistipulata","Fabaceae","Julbernardia","magnistipulata","tree","43"
"15932","Julbernardia makandensis","Magnoliophyta","Fabales","Julbernardia makandensis","Fabaceae","Julbernardia","makandensis","tree","3"
"15933","Julbernardia paniculata","Magnoliophyta","Fabales","Julbernardia paniculata","Fabaceae","Julbernardia","paniculata","tree","49"
"15934","Julbernardia pellegriniana","Magnoliophyta","Fabales","Julbernardia pellegriniana","Fabaceae","Julbernardia","pellegriniana","tree","132"
"15935","Julbernardia seretii","Magnoliophyta","Fabales","Julbernardia seretii","Fabaceae","Julbernardia","seretii","tree","110"
"15936","Julbernardia unijugata","Magnoliophyta","Fabales","Julbernardia unijugata","Fabaceae","Julbernardia","unijugata","tree","12"
"15937","Jumellea usambarensis","Magnoliophyta","Asparagales","Jumellea usambarensis","Orchidaceae","Jumellea","usambarensis","epiphyte","6"
"15938","Juncus articulatus","Magnoliophyta","Poales","Juncus articulatus","Juncaceae","Juncus","articulatus","herb","2"
"15939","Juncus bufonius","Magnoliophyta","Poales","Juncus bufonius","Juncaceae","Juncus","bufonius","herb","6"
"15940","Juncus dregeanus","Magnoliophyta","Poales","Juncus dregeanus subsp. bachiti","Juncaceae","Juncus","dregeanus","herb","16"
"15941","Juncus dregeanus","Magnoliophyta","Poales","Juncus dregeanus subsp. dregeanus","Juncaceae","Juncus","dregeanus","herb","16"
"15942","Juncus dregeanus","Magnoliophyta","Poales","Juncus dregeanus","Juncaceae","Juncus","dregeanus","herb","16"
"15943","Juncus engleri","Magnoliophyta","Poales","Juncus engleri","Juncaceae","Juncus","engleri","herb","5"
"15944","Juncus exsertus","Magnoliophyta","Poales","Juncus exsertus subsp. exsertus","Juncaceae","Juncus","exsertus","","1"
"15945","Juncus inflexus","Magnoliophyta","Poales","Juncus inflexus","Juncaceae","Juncus","inflexus","herb","3"
"15946","Juncus lomatophyllus","Magnoliophyta","Poales","Juncus lomatophyllus","Juncaceae","Juncus","lomatophyllus","herb","3"
"15947","Juncus oxycarpus","Magnoliophyta","Poales","Juncus oxycarpus","Juncaceae","Juncus","oxycarpus","herb","63"
"15948","Juncus punctorius","Magnoliophyta","Poales","Juncus punctorius","Juncaceae","Juncus","punctorius","herb","4"
"15949","Juncus rigidus","Magnoliophyta","Poales","Juncus rigidus","Juncaceae","Juncus","rigidus","","3"
"15950","Juncus rupestris","Magnoliophyta","Poales","Juncus rupestris","Juncaceae","Juncus","rupestris","","1"
"15951","Juncus stenopetalus","Magnoliophyta","Poales","Juncus stenopetalus","Juncaceae","Juncus","stenopetalus","","1"
"15952","Juniperus procera","Pinophyta","Pinales","Juniperus procera","Cupressaceae","Juniperus","procera","tree","90"
"15953","Justicia aconitiflora","Magnoliophyta","Lamiales","Justicia aconitiflora","Acanthaceae","Justicia","aconitiflora","shrub","1"
"15954","Justicia acutifolia","Magnoliophyta","Lamiales","Justicia acutifolia","Acanthaceae","Justicia","acutifolia","","3"
"15955","Justicia adhatodoides","Magnoliophyta","Lamiales","Justicia adhatodoides","Acanthaceae","Justicia","adhatodoides","","1"
"15956","Justicia alchorneeticola","Magnoliophyta","Lamiales","Justicia alchorneeticola","Acanthaceae","Justicia","alchorneeticola","herb","4"
"15957","Justicia amanda","Magnoliophyta","Lamiales","Justicia amanda subsp. saxatilis","Acanthaceae","Justicia","amanda","herb","43"
"15958","Justicia amanda","Magnoliophyta","Lamiales","Justicia amanda","Acanthaceae","Justicia","amanda","herb","43"
"15959","Justicia amanda","Magnoliophyta","Lamiales","Justicia amanda subsp. amanda","Acanthaceae","Justicia","amanda","herb","43"
"15960","Justicia anagalloides","Magnoliophyta","Lamiales","Justicia anagalloides","Acanthaceae","Justicia","anagalloides","herb","79"
"15961","Justicia anisophylla","Magnoliophyta","Lamiales","Justicia anisophylla","Acanthaceae","Justicia","anisophylla","herb","10"
"15962","Justicia anselliana","Magnoliophyta","Lamiales","Justicia anselliana","Acanthaceae","Justicia","anselliana","herb","67"
"15963","Justicia asystasioides","Magnoliophyta","Lamiales","Justicia asystasioides","Acanthaceae","Justicia","asystasioides","herb","23"
"15964","Justicia baravensis","Magnoliophyta","Lamiales","Justicia baravensis","Acanthaceae","Justicia","baravensis","herb","1"
"15965","Justicia baronii","Magnoliophyta","Lamiales","Justicia baronii","Acanthaceae","Justicia","baronii","herb","38"
"15966","Justicia beloperonoides","Magnoliophyta","Lamiales","Justicia beloperonoides","Acanthaceae","Justicia","beloperonoides","shrub","4"
"15967","Justicia bequaerti","Magnoliophyta","Lamiales","Justicia bequaerti","Acanthaceae","Justicia","bequaerti","herb","15"
"15968","Justicia betonica","Magnoliophyta","Lamiales","Justicia betonica","Acanthaceae","Justicia","betonica","herb","77"
"15969","Justicia biokoensis","Magnoliophyta","Lamiales","Justicia biokoensis","Acanthaceae","Justicia","biokoensis","liana","8"
"15970","Justicia bizuneshiae","Magnoliophyta","Lamiales","Justicia bizuneshiae","Acanthaceae","Justicia","bizuneshiae","herb","10"
"15971","Justicia boaleri","Magnoliophyta","Lamiales","Justicia boaleri","Acanthaceae","Justicia","boaleri","herb","5"
"15972","Justicia bracteata","Magnoliophyta","Lamiales","Justicia bracteata","Acanthaceae","Justicia","bracteata","herb","7"
"15973","Justicia brevipedunculata","Magnoliophyta","Lamiales","Justicia brevipedunculata","Acanthaceae","Justicia","brevipedunculata","herb","6"
"15974","Justicia brevipila","Magnoliophyta","Lamiales","Justicia brevipila","Acanthaceae","Justicia","brevipila","herb","4"
"15975","Justicia breviracemosa","Magnoliophyta","Lamiales","Justicia breviracemosa","Acanthaceae","Justicia","breviracemosa","shrub","1"
"15976","Justicia bridsoniana","Magnoliophyta","Lamiales","Justicia bridsoniana","Acanthaceae","Justicia","bridsoniana","shrub","4"
"15977","Justicia caerulea","Magnoliophyta","Lamiales","Justicia caerulea","Acanthaceae","Justicia","caerulea","herb","14"
"15978","Justicia callopsoidea","Magnoliophyta","Lamiales","Justicia callopsoidea","Acanthaceae","Justicia","callopsoidea","herb","2"
"15979","Justicia calyculata","Magnoliophyta","Lamiales","Justicia calyculata","Acanthaceae","Justicia","calyculata","herb","9"
"15980","Justicia camerunensis","Magnoliophyta","Lamiales","Justicia camerunensis","Acanthaceae","Justicia","camerunensis","shrub","2"
"15981","Justicia campylostemon","Magnoliophyta","Lamiales","Justicia campylostemon","Acanthaceae","Justicia","campylostemon","shrub","4"
"15982","Justicia capensis","Magnoliophyta","Lamiales","Justicia capensis","Acanthaceae","Justicia","capensis","herb","11"
"15983","Justicia chalaensis","Magnoliophyta","Lamiales","Justicia chalaensis","Acanthaceae","Justicia","chalaensis","herb","1"
"15984","Justicia claessensii","Magnoliophyta","Lamiales","Justicia claessensii","Acanthaceae","Justicia","claessensii","liana","61"
"15985","Justicia cordata","Magnoliophyta","Lamiales","Justicia cordata","Acanthaceae","Justicia","cordata","shrub","18"
"15986","Justicia crassiradix","Magnoliophyta","Lamiales","Justicia crassiradix","Acanthaceae","Justicia","crassiradix","herb","7"
"15987","Justicia cufodontii","Magnoliophyta","Lamiales","Justicia cufodontii","Acanthaceae","Justicia","cufodontii","herb","3"
"15988","Justicia cuneata","Magnoliophyta","Lamiales","Justicia cuneata","Acanthaceae","Justicia","cuneata","shrub","2"
"15989","Justicia dalaensis","Magnoliophyta","Lamiales","Justicia dalaensis","Acanthaceae","Justicia","dalaensis","herb","11"
"15990","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. megaensis","Acanthaceae","Justicia","diclipteroides","herb","47"
"15991","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. usambarica","Acanthaceae","Justicia","diclipteroides","herb","47"
"15992","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. praetervisa","Acanthaceae","Justicia","diclipteroides","herb","47"
"15993","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. diclipteroides","Acanthaceae","Justicia","diclipteroides","herb","47"
"15994","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. aethiopica","Acanthaceae","Justicia","diclipteroides","herb","47"
"15995","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides subsp. nierensis","Acanthaceae","Justicia","diclipteroides","herb","47"
"15996","Justicia diclipteroides","Magnoliophyta","Lamiales","Justicia diclipteroides","Acanthaceae","Justicia","diclipteroides","herb","47"
"15997","Justicia diffusa","Magnoliophyta","Lamiales","Justicia diffusa","Acanthaceae","Justicia","diffusa","herb","8"
"15998","Justicia elegantula","Magnoliophyta","Lamiales","Justicia elegantula","Acanthaceae","Justicia","elegantula","herb","127"
"15999","Justicia elliotii","Magnoliophyta","Lamiales","Justicia elliotii","Acanthaceae","Justicia","elliotii","herb","5"
"16000","Justicia eminii","Magnoliophyta","Lamiales","Justicia eminii","Acanthaceae","Justicia","eminii","herb","27"
"16001","Justicia engleriana","Magnoliophyta","Lamiales","Justicia engleriana","Acanthaceae","Justicia","engleriana","shrub","26"
