"idrb","decimalLatitude","decimalLongitude","tax_sp_level","family","genus","specificEpithet","species","country","countryCode","verif_iso3","verif_coast","verif_distance","locality"
453756,9.33333,42.0833,"Syzygium cumini","Myrtaceae","Syzygium","cumini","Syzygium cumini","Ethiopia","ETH","OK","OK",NA,"Fruitfarm Mrs. Diggs. 3.5km from the road from Alemaya to Harar, sideroad from Hamaressa."
453759,9.33333,42.0833,"Physalis peruviana","Solanaceae","Physalis","peruviana","Physalis peruviana","Ethiopia","ETH","OK","OK",NA,"Fruitfarm Mrs. Diggs. 3.5km from the road from Alemaya to Harar, sideroad from Hamaressa."
453767,9.43333,42.0833,"Artemisia absinthium","Asteraceae","Artemisia","absinthium","Artemisia absinthium","Ethiopia","ETH","OK","OK",NA,"4km from College entrance, on road to Kombolcia."
453769,9.43333,42.0667,"Phaseolus vulgaris","Fabaceae","Phaseolus","vulgaris","Phaseolus vulgaris","Ethiopia","ETH","OK","OK",NA,"4km from College entrance, on road to Kombolcia."
453785,9.43333,41.75,"Opuntia ficus-indica","Cactaceae","Opuntia","ficus-indica","Opuntia ficus-indica","Ethiopia","ETH","OK","OK",NA,"On road to Kulubi, 34km from Alemaya village."
453791,9.43333,41.65,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa","Ethiopia","ETH","OK","OK",NA,"On road to Kulubi, 50km from Alemaya village."
453815,9.49167,41.9,"Datura inoxia","Solanaceae","Datura","inoxia","Datura inoxia","Ethiopia","ETH","OK","OK",NA,"On the road from Alemaya to Dire dawa, 24km from Alemaya."
453856,9.21667,42.2167,"Arachis hypogaea","Fabaceae","Arachis","hypogaea","Arachis hypogaea","Ethiopia","ETH","OK","OK",NA,"Leprosarium 'Besadimo', c. 20km from Harar along the road to Jijiga, 7km from the road."
453867,8.26667,39.3,"Xanthium strumarium","Asteraceae","Xanthium","strumarium","Xanthium strumarium","Ethiopia","ETH","OK","OK",NA,"along the road from Nazareth to Asella, 32 km from Nazareth."
453917,9.38333,42.0167,"Daucus carota","Apiaceae","Daucus","carota","Daucus carota","Ethiopia","ETH","OK","OK",NA,"around College of Agriculture, Alemaya."
453929,9.4,42.0667,"Annona cherimola","Annonaceae","Annona","cherimola","Annona cherimola","Ethiopia","ETH","OK","OK",NA,"around Bati village."
453995,7.48333,36.4833,"Duranta erecta","Verbenaceae","Duranta","erecta","Duranta erecta","Ethiopia","ETH","OK","OK",NA,"along road from Jimma to Bonga."
454097,-2.41667,37.9667,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Kenya","KEN","OK","OK",NA,"Kibwesi."
454098,-3.21667,29.2833,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Burundi","BDI","OK","OK",NA,"plaine Rusizi km 22."
454099,1.41667,30.4667,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Congo - Kinshasa","COD","OK","OK",NA,"plaine de Kasenyi-env. 'Pavillons de Chasse'."
454110,9.13333,42.3833,"Amaranthus palmeri","Amaranthaceae","Amaranthus","palmeri","Amaranthus palmeri","Ethiopia","ETH","OK","OK",NA,"valley of Dakata River, 8 km S of main road Harrar to Jijiga."
454139,-4.16667,39.4667,"Pleurostylia opposita","Celastraceae","Pleurostylia","opposita","Pleurostylia opposita","Kenya","KEN","OK","OK",NA,"K7. Ras Kikadin."
454154,9.4,42.0167,"Melilotus albus","Fabaceae","Melilotus","albus","Melilotus albus","Ethiopia","ETH","OK","OK",NA,"Campus of College of Agriculture at Alemaya."
454164,9.4,42.0167,"Melilotus officinalis","Fabaceae","Melilotus","officinalis","Melilotus officinalis","Ethiopia","ETH","OK","OK",NA,"Campus of College of Agriculture at Alemaya."
454177,7.66667,36.8333,"Persicaria nepalensis","Polygonaceae","Persicaria","nepalensis","Persicaria nepalensis","Ethiopia","ETH","OK","OK",NA,"Campus of Institute of Agriculture at Jimma."
454218,7.66667,36.8333,"Ageratum houstonianum","Asteraceae","Ageratum","houstonianum","Ageratum houstonianum","Ethiopia","ETH","OK","OK",NA,"Jimma, along the road from Institute of Agriculture to the town."
454243,7.66667,36.8333,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa","Ethiopia","ETH","OK","OK",NA,"Jimma, Institute of Agriculture."
454263,2.71667,15.9833,"Ipomoea mauritiana","Convolvulaceae","Ipomoea","mauritiana","Ipomoea mauritiana","Cameroon","CMR","OK","OK",NA,"10km W of Béla, along Sangha river, near C.A.R. border, c. 82km E of Lokomo, km 120 road Yokadouma-Moloundou."
454281,7.66667,36.8333,"Leucaena leucocephala","Fabaceae","Leucaena","leucocephala","Leucaena leucocephala","Ethiopia","ETH","OK","OK",NA,"Jimma (Kaffa), Campus of Institute of Agriculture."
454342,-3.48333,29.5667,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Burundi","BDI","OK","OK",NA,"territ. Ijenda, road de Karouge."
454367,7.66667,36.8333,"Melilotus albus","Fabaceae","Melilotus","albus","Melilotus albus","Ethiopia","ETH","OK","OK",NA,"Jimma (Kaffa), Campus of Institute of Agriculture."
454392,13.7167,38.2,"Vigna radiata","Fabaceae","Vigna","radiata","Vigna radiata var. sublobata","Ethiopia","ETH","OK","OK",NA,"118 km S. of Axum, along the road to Gongor. About 100 m past bridge crossing Taccazo River."
454399,13.7167,38.2,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Ethiopia","ETH","OK","OK",NA,"118 km S. of Axum, along the road to Gongor. About 100 m past bridge crossing Taccazo River."
454418,12.4,37.5333,"Amaranthus hybridus","Amaranthaceae","Amaranthus","hybridus","Amaranthus hybridus subsp. hybridus","Ethiopia","ETH","OK","OK",NA,"33 km S. of Gondar, along the road to Bahar Dar."
454439,12.0833,37.6667,"Bartsia trixago","Orobanchaceae","Bartsia","trixago","Bartsia trixago","Ethiopia","ETH","OK","OK",NA,"82 km S. of Gondar, along the road to Bahar Dar."
454450,9.38333,42.0167,"Pennisetum villosum","Poaceae","Pennisetum","villosum","Pennisetum villosum","Ethiopia","ETH","OK","OK",NA,"South shore of Lake Alemaya, 35 km on the road from Dire dawa to Harar."
454460,12,39.6333,"Cicer arietinum","Fabaceae","Cicer","arietinum","Cicer arietinum","Ethiopia","ETH","OK","OK",NA,"Robbit Village, 150 km N. of Dessie, along road to Maichew."
454468,-1.88333,9.98333,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Gabon","GAB","OK","OK",NA,"Rabi-Kounga. Behind Checkpoint Est."
454507,9.28333,42.1,"Plectranthus barbatus","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Ethiopia","ETH","OK","OK",NA,"Mount Hakim (Gara Achim) c. 4 km S. of Harra."
454514,7.41667,36.3833,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa","Ethiopia","ETH","OK","OK",NA,"at Godjeb farm of Catholic mission. Along Godjeb river, between Jimma and Bonga."
454518,9.51667,41.3833,"Senna bicapsularis","Fabaceae","Senna","bicapsularis","Senna bicapsularis","Ethiopia","ETH","OK","OK",NA,"Erer-Gota., 1 km W. of the hotel."
454595,9.4,42.0167,"Brunfelsia pauciflora","Solanaceae","Brunfelsia","pauciflora","Brunfelsia pauciflora","Ethiopia","ETH","OK","OK",NA,"Midafa, small market, 55 km S of Harrar."
454596,9.4,42.0167,"Myoporum serratum","Scrophulariaceae","Myoporum","serratum","Myoporum serratum","Ethiopia","ETH","OK","OK",NA,"Midafa, small mrket, 55 km S. of Harrar."
454629,7.63333,36.7833,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa","Ethiopia","ETH","OK","OK",NA,"6 km W of Jimma."
454672,7,40.5,"Cicer arietinum","Fabaceae","Cicer","arietinum","Cicer arietinum","Ethiopia","ETH","OK","OK",NA,"Habbé village, c. 260 km, along road E. of Shashamane, 75 km E. of Robi."
454676,9.4,42.0167,"Ligusticum lucidum","Apiaceae","Ligusticum","lucidum","Ligusticum lucidum","Ethiopia","ETH","OK","OK",NA,"at campus of College of agriculture, Alemaya."
454706,9.53083,41.4092,"Plantago major","Plantaginaceae","Plantago","major","Plantago major","Ethiopia","ETH","OK","OK",NA,"river nearest to Erer-Gota at the east site (coming from Dire Dawa)."
454726,9.23333,42.25,"Ricinus communis","Euphorbiaceae","Ricinus","communis","Ricinus communis","Ethiopia","ETH","OK","OK",NA,"Errer River, c. 20 km on the road Harrar to Jijiga, and c. 2 km upstream from th ecrossing point of the river with the road."
454739,9.23333,40.1833,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Ethiopia","ETH","OK","OK",NA,"c. 30 km N of bridge crossing the Awash River, along the road to Gewane."
454741,9.23333,42.25,"Alisma plantago-aquatica","Alismataceae","Alisma","plantago-aquatica","Alisma plantago-aquatica","Ethiopia","ETH","OK","OK",NA,"Errer River, c. 20 km on the road Harrar to Jijiga, and c. 2 km upstream from th ecrossing point of the river with the road."
454761,8.85,39.75,"Tagetes minuta","Asteraceae","Tagetes","minuta","Tagetes minuta","Ethiopia","ETH","OK","OK",NA,"c. 66 km E of Nazareth, on the road to Metahara."
454763,8.85,39.75,"Parkinsonia aculeata","Fabaceae","Parkinsonia","aculeata","Parkinsonia aculeata","Ethiopia","ETH","OK","OK",NA,"c. 66 km E of Nazareth, on the road to Metahara."
454865,9.41667,41.6667,"Lithospermum afromontanum","Boraginaceae","Lithospermum","afromontanum","Lithospermum afromontanum","Ethiopia","ETH","OK","OK",NA,"c. 3 km W. of Kulubi."
454944,15.3333,39.0333,"Meriandra bengalensis","Lamiaceae","Meriandra","bengalensis","Meriandra bengalensis","Eritrea","ERI","OK","OK",NA,"c. 15 km E. of Asmara, on the main road to Massawa."
454985,1.16667,9.75,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Equatorial Guinea","GNQ","OK","OK",NA,"Gabon"
455045,15.3333,39.0833,"Stellaria media","Caryophyllaceae","Stellaria","media","Stellaria media","Eritrea","ERI","OK","OK",NA,"28 km on the road from Asmara, to Massawa, 4 km past Nefasit."
455082,9.38333,42.0167,"Bothriochloa insculpta","Poaceae","Bothriochloa","insculpta","Bothriochloa insculpta","Ethiopia","ETH","OK","OK",NA,"South shore of Lake Alemaya, 35 km on the road from Dire dawa to Harar."
455084,15.55,39.2167,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Eritrea","ERI","OK","OK",NA,"c. 53 km on the road Massawa to Asmara, c. 1 km E. of Dongollo."
455107,15.5833,39.25,"Crotalaria pumila","Fabaceae","Crotalaria","pumila","Crotalaria pumila","Eritrea","ERI","OK","OK",NA,"c. 45 km on the road from Massawa to Asmara."
455118,15.6,39.3,"Cucumis melo","Cucurbitaceae","Cucumis","melo","Cucumis melo subsp. agrestis","Eritrea","ERI","OK","OK",NA,"c. 26 km on the road from Massawa to Asmara."
455125,7.01667,40.4167,"Ricinus communis","Euphorbiaceae","Ricinus","communis","Ricinus communis","Ethiopia","ETH","OK","OK",NA,"7 km from Goro on road to Robi."
455132,7.11667,39.7,"Foeniculum vulgare","Apiaceae","Foeniculum","vulgare","Foeniculum vulgare","Ethiopia","ETH","OK","OK",NA,"10 km from Dinsha on road to Adaba."
455162,7.15,38.5167,"Argemone mexicana","Papaveraceae","Argemone","mexicana","Argemone mexicana","Ethiopia","ETH","OK","OK",NA,"11 km S of Shashamane, on the road to Yirgalem."
455217,9.38333,42.0167,"Tagetes minuta","Asteraceae","Tagetes","minuta","Tagetes minuta","Ethiopia","ETH","OK","OK",NA,"South shore of Lake Alemaya, 35 km on the road from Dire dawa to Harar."
455233,5.1,39.5667,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban subsp. sesban","Ethiopia","ETH","OK","OK",NA,"32 km S of Neghelle on road to Mega."
455247,9.5,41.9167,"Parthenium hysterophorus","Asteraceae","Parthenium","hysterophorus","Parthenium hysterophorus","Ethiopia","ETH","OK","OK",NA,"c. 15 km on the road from Dire Dawa to Harar. Steep limestone slopes below the village of Dangago."
455273,7.48333,36.4833,"Blumea axillaris","Asteraceae","Blumea","axillaris","Blumea axillaris","Ethiopia","ETH","OK","OK",NA,"46 km from Bonga on road to Jimma."
455286,-2.95,12.3333,"Canna indica","Cannaceae","Canna","indica","Canna indica","Congo - Brazzaville","COG","OK","OK",NA,"c. 45km W of Mossendjo, c. 150km N of Dolisie."
455295,-10.6833,22.35,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Congo - Kinshasa","COD","OK","OK",NA,"Dilolo."
455374,9.3,42.1333,"Plantago major","Plantaginaceae","Plantago","major","Plantago major","Ethiopia","ETH","OK","OK",NA,"Fields around the town of Harar."
455391,8.33333,36.0833,"Passiflora edulis","Passifloraceae","Passiflora","edulis","Passiflora edulis","Ethiopia","ETH","OK","OK",NA,"9 km from Metu on Gore road."
455405,7.28333,36.2333,"Physalis peruviana","Solanaceae","Physalis","peruviana","Physalis peruviana","Ethiopia","ETH","OK","OK",NA,"along path to Bonga waterfall."
455406,8.2,34.3333,"Eichhornia crassipes","Pontederiaceae","Eichhornia","crassipes","Eichhornia crassipes","Ethiopia","ETH","OK","OK",NA,"43 km W of Gambela on banks of the Baro river."
455407,9.3,42.1333,"Dysphania ambrosioides","Amaranthaceae","Dysphania","ambrosioides","Dysphania ambrosioides","Ethiopia","ETH","OK","OK",NA,"Fields around the town of Harar."
455429,10.1,0.883333,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Togo","TGO","OK","OK",NA,"Région Kara-Kanté Reserve, NW Kanté."
455466,9.35,42.0667,"Citrus aurantiifolia","Rutaceae","Citrus","aurantiifolia","Citrus aurantiifolia","Ethiopia","ETH","OK","OK",NA,"road from Alemaya to Harar."
455468,9.35,42.0667,"Ricinus communis","Euphorbiaceae","Ricinus","communis","Ricinus communis","Ethiopia","ETH","OK","OK",NA,"road from Alemaya to Harar."
455471,9.35,42.0667,"Punica granatum","Lythraceae","Punica","granatum","Punica granatum","Ethiopia","ETH","OK","OK",NA,"road from Alemaya to Harar."
455507,9.4,42.0333,"Plantago major","Plantaginaceae","Plantago","major","Plantago major","Ethiopia","ETH","OK","OK",NA,"Gende Boro village, c. 4km from campus gate of College of Agriculture, Alemaya. On road to Kombolcha."
455523,9.4,42.0167,"Anredera cordifolia","Basellaceae","Anredera","cordifolia","Anredera cordifolia","Ethiopia","ETH","OK","OK",NA,"around College of Agriculture, Alemaya."
455537,9.38333,42.0167,"Physalis peruviana","Solanaceae","Physalis","peruviana","Physalis peruviana","Ethiopia","ETH","OK","OK",NA,"around College of Agriculture, Alemaya."
455543,9.38333,42.0167,"Eriobotrya japonica","Rosaceae","Eriobotrya","japonica","Eriobotrya japonica","Ethiopia","ETH","OK","OK",NA,"around College of Agriculture, Alemaya."
455554,9.4,42.0667,"Artemisia absinthium","Asteraceae","Artemisia","absinthium","Artemisia absinthium","Ethiopia","ETH","OK","OK",NA,"around Bati village."
455556,9.4,42.0667,"Cupressus arizonica","Cupressaceae","Cupressus","arizonica","Cupressus arizonica","Ethiopia","ETH","OK","OK",NA,"around Bati village."
455569,9.3,42.1333,"Centella asiatica","Apiaceae","Centella","asiatica","Centella asiatica","Ethiopia","ETH","OK","OK",NA,"Fields around the town of Harar."
455577,8.98333,37.8,"Buchnera hispida","Orobanchaceae","Buchnera","hispida","Buchnera hispida","Ethiopia","ETH","OK","OK",NA,"near Ambo-Guder waterfall, c. 5km from Ambo (Hagare Hiywet) to Guder."
455593,9.3,42.1333,"Buddleja cordata","Scrophulariaceae","Buddleja","cordata","Buddleja cordata","Ethiopia","ETH","OK","OK",NA,"Fields around the town of Harar."
455623,9.01667,36.4333,"Tolpis virgata","Asteraceae","Tolpis","virgata","Tolpis virgata","Ethiopia","ETH","OK","OK",NA,"On road from Lekemt to Ghimbi, c. 15km out of Lekemt."
455670,7.48333,36.4833,"Conyza bonariensis","Asteraceae","Conyza","bonariensis","Conyza bonariensis","Ethiopia","ETH","OK","OK",NA,"along road from Jimma to Bonga."
455672,9.4,42.0167,"Persicaria amphibia","Polygonaceae","Persicaria","amphibia","Persicaria amphibia","Ethiopia","ETH","OK","OK",NA,"Alemaya. At shore lake Alemaya."
455680,9.46667,41.9167,"Nicotiana glauca","Solanaceae","Nicotiana","glauca","Nicotiana glauca","Ethiopia","ETH","OK","OK",NA,"Mountain between Alemaya and Dire Dawa."
455695,8.25,34.5833,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455706,8.25,34.5833,"Nicotiana tabacum","Solanaceae","Nicotiana","tabacum","Nicotiana tabacum","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455712,8.25,34.5833,"Azadirachta indica","Meliaceae","Azadirachta","indica","Azadirachta indica","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455719,8.25,34.5833,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455725,8.25,34.5833,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban subsp. sesban","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455734,8.25,34.5833,"Pithecellobium dulce","Fabaceae","Pithecellobium","dulce","Pithecellobium dulce","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455750,8.25,34.5833,"Psidium guajava","Myrtaceae","Psidium","guajava","Psidium guajava","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455753,8.25,34.5833,"Ricinus communis","Euphorbiaceae","Ricinus","communis","Ricinus communis","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455755,8.25,34.5833,"Commelina diffusa","Commelinaceae","Commelina","diffusa","Commelina diffusa","Ethiopia","ETH","OK","OK",NA,"Gambele, mostly along bank of Baro river. Vegetation of Ficus and cultivated corns (agriculture). About 5km from Ras Hotel."
455844,9.28333,41.7167,"Scleranthus annuus","Caryophyllaceae","Scleranthus","annuus","Scleranthus annuus","Ethiopia","ETH","OK","OK",NA,"West flank of Gara Mullata Mountains."
455895,8.25,34.5833,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","OK","OK",NA,"Gambele, around the town."
455941,4.38333,13.6833,"Cleome spinosa","Cleomaceae","Cleome","spinosa","Cleome spinosa","Cameroon","CMR","OK","OK",NA,"15 km E. of Dimako."
455950,7.28333,36.2333,"Colocasia esculenta","Araceae","Colocasia","esculenta","Colocasia esculenta","Ethiopia","ETH","OK","OK",NA,"Bonga, around Roman Catholic Mission."
455974,7.3,36.1167,"Morus alba","Moraceae","Morus","alba","Morus alba","Ethiopia","ETH","OK","OK",NA,"Wush-wush (small village near Bonga) near tea plantation of H.V.A."
455983,5.71667,39.35,"Bothriochloa insculpta","Poaceae","Bothriochloa","insculpta","Bothriochloa insculpta","Ethiopia","ETH","OK","OK",NA,"c. 56 km SE of kebre Mengist, along the road to Neghelli, and c. 3 km of the village of Waddera."
